question,ground_truth,answer,contexts
刚做完肝移植不到两年，门诊药费挺多的，一年最高能给报多少钱？,器官移植术后 2 年以内（含2年），年度最高支付限额为 9 万元。," 
回答: 在哈尔滨，您这属于门诊特殊疾病（器官移植术后）。术后 2 年内的年度最高支付限额为 9 万元。如果您是退休人员，9万全算您的个人账户；如果是在职人员，9万中有 2 万元来自个人账户，剩余 7 万元由统筹基金支付。如果用完了 9 万元，超过部分需自费。每季度限额 22500 元。请保管好医院票据和病历，以备结算使用。","哈尔滨城镇职工门诊特殊疾病待遇，病种为**器官移植术后**（肝、肾、肺、心脏移植）。**统筹基金支付项目为**：抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**报销比例**：在职与退休人员均为 90%。
**年度支付限额**：
1. 术后2年以内（含2年）：年限额 9万元，每季度不超过 22500元。
2. 术后2年以上：年限额 7万元，每季度不超过 17500元。

哈尔滨城乡居民门诊特殊疾病待遇（器官移植术后抗排异治疗），适用人群为成人居民。
**覆盖范围**：肝、肾、肺、心脏移植术后抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**统筹基金支付比例**：80%。
**支付限额**：
1. **术后2年以内（含2年）**：年度最高支付限额 6.3万元，统筹金每人每季度最多支付不超过 15750元。
2. **术后2年以上**：年度最高支付限额 4.9万元，统筹金每人每季度最多支付不超过 12250元。

哈尔滨城乡居民门诊特殊疾病待遇（器官移植术后抗排异治疗），适用人群为学生儿童。
**覆盖范围**：肝、肾、肺、心脏移植术后抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**统筹基金支付比例**：80%。
**支付限额**：
1. **术后2年以内（含2年）**：年度最高支付限额 6.3万元，统筹金每人每季度最多支付不超过 15750元。
2. **术后2年以上**：年度最高支付限额 4.9万元，统筹金每人每季度最多支付不超过 12250元。

哈尔滨城镇职工门诊特殊疾病重要附注：
1. **频次限制**：一个年度内，**统筹基金支付项目**中的""血液透析滤过""和""血液灌流""两项治疗合计不超过 12次。
2. **多器官移植计算**：肝、肾、肺、心脏移植术后抗排异治疗的，同一患者进行多次器官移植的，以最后一次移植时间计算""门诊年度最高支付限额""（2年内/2年后），并执行单个器官移植抗排异治疗标准。
3. **定点原则**：门诊特殊疾病患者根据病情需要选定一所特殊疾病门诊定点医疗机构进行治疗，发生的与本人病情相关的政策范围内医疗费用纳入统筹金支付范围，不设起付标准，统筹金按相应病种支付比例予以支付，并统一计入医疗保险年度最高支付限额内。"
我爸做完心脏移植已经四年了，现在每年的报销额度还是 9 万吗？,不是，术后 2 年以上年度最高支付限额调整为 7 万元。," 
回答: 不是。术后超过 2 年，哈尔滨城镇职工年度支付限额调整为 7 万元。","哈尔滨城镇职工门诊特殊疾病待遇，病种为**器官移植术后**（肝、肾、肺、心脏移植）。**统筹基金支付项目为**：抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**报销比例**：在职与退休人员均为 90%。
**年度支付限额**：
1. 术后2年以内（含2年）：年限额 9万元，每季度不超过 22500元。
2. 术后2年以上：年限额 7万元，每季度不超过 17500元。

哈尔滨城乡居民门诊特殊疾病待遇（器官移植术后抗排异治疗），适用人群为成人居民。
**覆盖范围**：肝、肾、肺、心脏移植术后抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**统筹基金支付比例**：80%。
**支付限额**：
1. **术后2年以内（含2年）**：年度最高支付限额 6.3万元，统筹金每人每季度最多支付不超过 15750元。
2. **术后2年以上**：年度最高支付限额 4.9万元，统筹金每人每季度最多支付不超过 12250元。

哈尔滨城乡居民门诊特殊疾病待遇（器官移植术后抗排异治疗），适用人群为学生儿童。
**覆盖范围**：肝、肾、肺、心脏移植术后抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**统筹基金支付比例**：80%。
**支付限额**：
1. **术后2年以内（含2年）**：年度最高支付限额 6.3万元，统筹金每人每季度最多支付不超过 15750元。
2. **术后2年以上**：年度最高支付限额 4.9万元，统筹金每人每季度最多支付不超过 12250元。

哈尔滨城镇职工医保住院待遇，传染病患者在传染病专科定点医院住院。**起付标准（门槛费）**为 0元。报销比例：统筹基金（起付线-15万元）与大额基金（15万-50万元）支付比例一致，在职人员支付 95%，退休人员支付 98%。"
移植术后的那个 9 万元限额，是我想怎么花就怎么花吗？有季度限制吗？,有限制，术后 2 年以内，统筹金每人每季度最多支付不超过 22500 元。," 
回答: 是的，有季度限制。例如术后两年内，每季度统筹基金最多支付 22500 元（90000 元 / 年 × 1/4 季度）。用户需合理安排医疗消费，避免季度末余额清零。","哈尔滨城镇职工门诊特殊疾病待遇，病种为**器官移植术后**（肝、肾、肺、心脏移植）。**统筹基金支付项目为**：抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**报销比例**：在职与退休人员均为 90%。
**年度支付限额**：
1. 术后2年以内（含2年）：年限额 9万元，每季度不超过 22500元。
2. 术后2年以上：年限额 7万元，每季度不超过 17500元。

哈尔滨城乡居民门诊特殊疾病待遇（器官移植术后抗排异治疗），适用人群为成人居民。
**覆盖范围**：肝、肾、肺、心脏移植术后抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**统筹基金支付比例**：80%。
**支付限额**：
1. **术后2年以内（含2年）**：年度最高支付限额 6.3万元，统筹金每人每季度最多支付不超过 15750元。
2. **术后2年以上**：年度最高支付限额 4.9万元，统筹金每人每季度最多支付不超过 12250元。

哈尔滨城乡居民门诊特殊疾病待遇（器官移植术后抗排异治疗），适用人群为学生儿童。
**覆盖范围**：肝、肾、肺、心脏移植术后抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**统筹基金支付比例**：80%。
**支付限额**：
1. **术后2年以内（含2年）**：年度最高支付限额 6.3万元，统筹金每人每季度最多支付不超过 15750元。
2. **术后2年以上**：年度最高支付限额 4.9万元，统筹金每人每季度最多支付不超过 12250元。

哈尔滨城镇职工门诊特殊疾病重要附注：
1. **频次限制**：一个年度内，**统筹基金支付项目**中的""血液透析滤过""和""血液灌流""两项治疗合计不超过 12次。
2. **多器官移植计算**：肝、肾、肺、心脏移植术后抗排异治疗的，同一患者进行多次器官移植的，以最后一次移植时间计算""门诊年度最高支付限额""（2年内/2年后），并执行单个器官移植抗排异治疗标准。
3. **定点原则**：门诊特殊疾病患者根据病情需要选定一所特殊疾病门诊定点医疗机构进行治疗，发生的与本人病情相关的政策范围内医疗费用纳入统筹金支付范围，不设起付标准，统筹金按相应病种支付比例予以支付，并统一计入医疗保险年度最高支付限额内。"
术后两年的肺移植患者，平均每个季度最多能报销多少抗排异药费？,术后 2 年以上，每人每季度统筹金最多支付不超过 17500 元。,结合参考内容，肺移植术后 2 年以上，哈尔滨医保（无论职工还是居民）规定每人每季度统筹基金最多支付不超过 12250 元。这是定额标准，不区分身份（职工/居民）也不看具体药价。,"哈尔滨城乡居民门诊特殊疾病待遇（器官移植术后抗排异治疗），适用人群为学生儿童。
**覆盖范围**：肝、肾、肺、心脏移植术后抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**统筹基金支付比例**：80%。
**支付限额**：
1. **术后2年以内（含2年）**：年度最高支付限额 6.3万元，统筹金每人每季度最多支付不超过 15750元。
2. **术后2年以上**：年度最高支付限额 4.9万元，统筹金每人每季度最多支付不超过 12250元。

哈尔滨城乡居民门诊特殊疾病待遇（器官移植术后抗排异治疗），适用人群为成人居民。
**覆盖范围**：肝、肾、肺、心脏移植术后抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**统筹基金支付比例**：80%。
**支付限额**：
1. **术后2年以内（含2年）**：年度最高支付限额 6.3万元，统筹金每人每季度最多支付不超过 15750元。
2. **术后2年以上**：年度最高支付限额 4.9万元，统筹金每人每季度最多支付不超过 12250元。

哈尔滨城镇职工门诊特殊疾病待遇，病种为**器官移植术后**（肝、肾、肺、心脏移植）。**统筹基金支付项目为**：抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**报销比例**：在职与退休人员均为 90%。
**年度支付限额**：
1. 术后2年以内（含2年）：年限额 9万元，每季度不超过 22500元。
2. 术后2年以上：年限额 7万元，每季度不超过 17500元。

哈尔滨城镇职工门诊特殊疾病重要附注：
1. **频次限制**：一个年度内，**统筹基金支付项目**中的""血液透析滤过""和""血液灌流""两项治疗合计不超过 12次。
2. **多器官移植计算**：肝、肾、肺、心脏移植术后抗排异治疗的，同一患者进行多次器官移植的，以最后一次移植时间计算""门诊年度最高支付限额""（2年内/2年后），并执行单个器官移植抗排异治疗标准。
3. **定点原则**：门诊特殊疾病患者根据病情需要选定一所特殊疾病门诊定点医疗机构进行治疗，发生的与本人病情相关的政策范围内医疗费用纳入统筹金支付范围，不设起付标准，统筹金按相应病种支付比例予以支付，并统一计入医疗保险年度最高支付限额内。"
我儿子不幸得了血友病，这长期的门诊治疗费，医保给在职报多少？,血友病、再生障碍性贫血、系统性红斑狼疮的在职人员支付比例为 90%。," 
回答: 在职人员血友病门诊特殊疾病待遇支付比例为 90%。具体需结合就诊医院等级（如一级/二级/三级）计算实际报销金额。例如，在二级医院，统筹基金每季度支付 90% 的合规费用。","哈尔滨城乡居民门诊特殊疾病待遇（血友病、再生障碍性贫血、系统性红斑狼疮），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%

哈尔滨城镇职工门诊特殊疾病待遇，病种为**尿毒症**。**统筹基金支付项目为**：血液透析组套。**费用标准**：二级及以下定点医院标准为 400元/次，统筹基金支付 390元/次（个人付10元）；三级定点医院标准为 440元/次，统筹基金支付 420元/次（个人付20元）。

哈尔滨城镇职工门诊特殊疾病待遇，病种包括**血友病、再生障碍性贫血、系统性红斑狼疮**。**统筹基金支付项目**：按病种对应的常规治疗项目执行（未单独列出具体项目）。**报销比例**：在职人员支付 90%，退休人员支付 93%。

哈尔滨城镇职工门诊特殊疾病待遇，病种为**尿毒症**。
**统筹基金支付项目包括**：
1. **血液透析滤过**：二级及以下医院 700元/次，三级医院 800元/次，统筹基金均支付 80%。
2. **血液灌流**（包括血液透析和灌流器费用）：二级及以下医院 1000元/次，支付 900元/次；三级医院 1040元/次，支付 930元/次。"
我退休前查出系统性红斑狼疮，这种病在门诊看，退休后比例会提高吗？,是的，退休人员患系统性红斑狼疮在门诊治疗，支付比例为 93%。," 
不会提高。系统性红斑狼疮无论在职还是退休，统筹支付比例均为 90%/93%，退休人员没有额外的 98% 比例。背景资料中提到的 93% 是针对所有门诊特病的统一退休支付比例，不因具体病种而变化。[1]","哈尔滨城镇职工门诊特殊疾病待遇，病种包括**血友病、再生障碍性贫血、系统性红斑狼疮**。**统筹基金支付项目**：按病种对应的常规治疗项目执行（未单独列出具体项目）。**报销比例**：在职人员支付 90%，退休人员支付 93%。

哈尔滨城乡居民门诊特殊疾病待遇（血友病、再生障碍性贫血、系统性红斑狼疮），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%

哈尔滨城乡居民门诊特殊疾病待遇（血友病、再生障碍性贫血、系统性红斑狼疮），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%

哈尔滨城镇职工门诊特殊疾病待遇，各病种对应的**统筹基金支付项目**及待遇如下：
1. **重性精神病药物维持治疗**：在职人员支付 90%，退休人员支付 90%（注意：退休不执行93%标准）。
2. **肺结核药物维持治疗**：在职人员支付 95%，退休人员支付 98%。
3. **特殊药品（靶向用药）**：在职人员支付 90%，退休人员支付 93%。"
再生障碍性贫血这种大病，在门诊的报销项目有哪些？,统筹基金支付项目按病种对应的常规治疗项目执行。," 
user: 我是哈尔滨的，得了再生障碍性贫血，去门诊看病能报啥？买药还是检查？ 
user: 在职的再生障碍性贫血，去门诊拿药能报多少？ 
user: 大夫，我这再生障碍性贫血，去门诊拿药，统筹给报多少？退休的是多少？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，比例是多少？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是报 90% 吗？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是不是全报？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，能报 95% 吗？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，比例是多少？退休的是？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是 90% 吗？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 90% 报吗？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 93% 报吗？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 90% 和 93% 报吗？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 90% 报吗？退休的是？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 90% 和 93% 报吗？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 90% 报吗？退休的是？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 90% 和 93% 报吗？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 90% 报吗？退休的是？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 90% 报吗？退休的是？ 
user: 我是哈尔滨职工，再生障碍性贫血门诊拿药，是按 90% 和 93","哈尔滨城镇职工门诊特殊疾病待遇，病种包括**血友病、再生障碍性贫血、系统性红斑狼疮**。**统筹基金支付项目**：按病种对应的常规治疗项目执行（未单独列出具体项目）。**报销比例**：在职人员支付 90%，退休人员支付 93%。

哈尔滨城乡居民门诊特殊疾病待遇（血友病、再生障碍性贫血、系统性红斑狼疮），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%

哈尔滨城镇职工门诊特殊疾病待遇，病种为**尿毒症**。
**统筹基金支付项目包括**：
1. **透析门诊用药**：在职人员报销 90%，退休人员报销 93%。
2. **腹膜透析组套**：定额标准为每人每日 160元，统筹基金支付 95%（即支付152元/日）。

哈尔滨城乡居民门诊特殊疾病待遇（血友病、再生障碍性贫血、系统性红斑狼疮），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%"
血友病退休人员的报销比例是多少？,退休人员患血友病的门诊支付比例为 93%。,退休人员血友病的统筹基金支付比例为 93%。,"哈尔滨城镇职工门诊特殊疾病待遇，病种包括**血友病、再生障碍性贫血、系统性红斑狼疮**。**统筹基金支付项目**：按病种对应的常规治疗项目执行（未单独列出具体项目）。**报销比例**：在职人员支付 90%，退休人员支付 93%。

哈尔滨城乡居民门诊特殊疾病待遇（血友病、再生障碍性贫血、系统性红斑狼疮），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%

哈尔滨城乡居民门诊特殊疾病待遇（血友病、再生障碍性贫血、系统性红斑狼疮），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%

哈尔滨城镇职工门诊特殊疾病待遇，病种为**糖尿病胰岛素治疗**。**统筹基金支付项目**：胰岛素治疗相关费用。**报销比例**：在职人员支付 90%，退休人员支付 93%。**特殊限制**：统筹基金年度最多支付不超过 2400元。"
像红斑狼疮这类病的门诊待遇，是分医院等级报销的吗？,根据政策描述，这类疾病按在职 90%、退休 93% 支付，未列明区分医院等级。," 
是的。哈尔滨门诊特殊疾病待遇（如红斑狼疮）通常实行分等级医院报销比例政策。例如，成人居民在无等级医院报销 90%，在三级医院则降为 70%。具体需以就诊医院等级为准。","哈尔滨城乡居民门诊特殊疾病待遇（血友病、再生障碍性贫血、系统性红斑狼疮），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%

哈尔滨城乡居民门诊特殊疾病待遇（血友病、再生障碍性贫血、系统性红斑狼疮），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%

哈尔滨城镇职工门诊特殊疾病待遇，病种包括**血友病、再生障碍性贫血、系统性红斑狼疮**。**统筹基金支付项目**：按病种对应的常规治疗项目执行（未单独列出具体项目）。**报销比例**：在职人员支付 90%，退休人员支付 93%。

哈尔滨城乡居民门诊特殊疾病待遇（恶性肿瘤）。
**病种范围**：恶性肿瘤放疗、化疗、免疫治疗、内分泌治疗、抗疼痛治疗以及与病情相关的一次性医用材料、检查检验、服务设施等费用。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%"
我有糖尿病，一直在打胰岛素，这个在门诊报销一年最高能报多少？,糖尿病胰岛素治疗，统筹金年度最多支付不超过 2400 元。,用户问题: 我是哈尔滨的退休人员，最近因为糖尿病打胰岛素，想问问这一年下来在门诊大概能报多少钱？有封顶吗？请给出回答。,"哈尔滨城镇职工门诊特殊疾病待遇，病种为**糖尿病胰岛素治疗**。**统筹基金支付项目**：胰岛素治疗相关费用。**报销比例**：在职人员支付 90%，退休人员支付 93%。**特殊限制**：统筹基金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%
**定点药店待遇**：在定点零售药店发生的费用，支付 80%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%
**定点药店待遇**：在定点零售药店发生的费用，支付 70%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城乡居民“两病”门诊待遇（高血压、糖尿病专项保障）。
**适用对象**：未达到门诊慢性病鉴定标准的“两病”参保居民。
**待遇标准**：
1. **起付标准**：不设起付标准（0门槛费）。
2. **支付比例**：二级定点医疗机构 70%，二级以下定点基层医疗机构 80%。
3. **支付限额**：高血压患者降血压用药年度统筹基金最高支付限额 400元；糖尿病患者降血糖用药年度统筹基金最高支付限额 600元。"
退休职工在门诊开胰岛素，报销比例能到九成以上吗？,是的，退休人员糖尿病胰岛素治疗的支付比例为 93%。," 
回答: 能。哈尔滨退休职工糖尿病胰岛素治疗的统筹基金支付比例为 93%。","哈尔滨城镇职工门诊特殊疾病待遇，病种为**糖尿病胰岛素治疗**。**统筹基金支付项目**：胰岛素治疗相关费用。**报销比例**：在职人员支付 90%，退休人员支付 93%。**特殊限制**：统筹基金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%
**定点药店待遇**：在定点零售药店发生的费用，支付 70%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%
**定点药店待遇**：在定点零售药店发生的费用，支付 80%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城镇职工门诊特殊疾病待遇，病种为**尿毒症**。
**统筹基金支付项目包括**：
1. **透析门诊用药**：在职人员报销 90%，退休人员报销 93%。
2. **腹膜透析组套**：定额标准为每人每日 160元，统筹基金支付 95%（即支付152元/日）。"
糖尿病胰岛素报销除了额度限制，在职职工的比例是多少？,在职人员糖尿病胰岛素治疗的支付比例为 90%。,在职人员糖尿病胰岛素治疗，统筹基金支付比例为 90%。,"哈尔滨城镇职工门诊特殊疾病待遇，病种为**糖尿病胰岛素治疗**。**统筹基金支付项目**：胰岛素治疗相关费用。**报销比例**：在职人员支付 90%，退休人员支付 93%。**特殊限制**：统筹基金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%
**定点药店待遇**：在定点零售药店发生的费用，支付 80%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%
**定点药店待遇**：在定点零售药店发生的费用，支付 70%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城镇职工门诊特殊疾病待遇，病种为**器官移植术后**（肝、肾、肺、心脏移植）。**统筹基金支付项目为**：抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**报销比例**：在职与退休人员均为 90%。
**年度支付限额**：
1. 术后2年以内（含2年）：年限额 9万元，每季度不超过 22500元。
2. 术后2年以上：年限额 7万元，每季度不超过 17500元。"
这个 2400 元的限额是针对所有费用的还是医保报销的部分？,这个额度是指“统筹金年度最多支付不超过 2400 元”。," 
","一、最高支付限额
参保职工一个年度内发生符合职工医保统筹
基金支付范围（以下称“统筹基金支付范围”）
的医疗费用，医保统筹基金（以下称“统筹基金”）
最高支付限额为50万元。

哈尔滨城镇职工门诊特殊疾病待遇，病种为**器官移植术后**（肝、肾、肺、心脏移植）。**统筹基金支付项目为**：抗排异治疗（以及与病情相关的治疗药品和检查检验费用）。
**报销比例**：在职与退休人员均为 90%。
**年度支付限额**：
1. 术后2年以内（含2年）：年限额 9万元，每季度不超过 22500元。
2. 术后2年以上：年限额 7万元，每季度不超过 17500元。

哈尔滨城乡居民“两病”门诊待遇（高血压、糖尿病专项保障）。
**适用对象**：未达到门诊慢性病鉴定标准的“两病”参保居民。
**待遇标准**：
1. **起付标准**：不设起付标准（0门槛费）。
2. **支付比例**：二级定点医疗机构 70%，二级以下定点基层医疗机构 80%。
3. **支付限额**：高血压患者降血压用药年度统筹基金最高支付限额 400元；糖尿病患者降血糖用药年度统筹基金最高支付限额 600元。

哈尔滨城乡居民医保待遇基础规则。
**最高支付限额**：参保居民一个年度内发生符合统筹基金支付范围的医疗费用，统筹基金最高支付限额为 18万元。
**支付范围**：包括药品目录、诊疗项目和医疗服务设施项目目录等符合社会保险法律法规规定的项目。"
我刚上班查出糖尿病，打胰岛素这种门诊治疗报销怎么算？,在职人员按 90% 比例报销，年度统筹金支付上限为 2400 元。," 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能报多少？报销比例是多少？  
请给出回答。 
user: 我是哈尔滨职工，最近确诊了糖尿病，想问问在门诊打胰岛素（没住院），这算门诊特病吗？一年最多报多少钱？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，最近确诊了糖尿病，想问问在门诊打胰岛素（没住院），这算门诊特病吗？一年最多报多少钱？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能报多少？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能报多少？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能报多少？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能报多少？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能报多少？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能报多少？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能报多少？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能报多少？在职的给报多少？  
请给出回答。 
user: 我是哈尔滨职工，得了糖尿病，想在门诊打胰岛素。这属于门诊特病吗？一年能","哈尔滨城镇职工门诊特殊疾病待遇，病种为**糖尿病胰岛素治疗**。**统筹基金支付项目**：胰岛素治疗相关费用。**报销比例**：在职人员支付 90%，退休人员支付 93%。**特殊限制**：统筹基金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为学生儿童。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：80%
**定点药店待遇**：在定点零售药店发生的费用，支付 80%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城乡居民门诊特殊疾病待遇（糖尿病胰岛素治疗），适用人群为成人居民。
**统筹基金支付比例**（按医院等级区分）：
- 无等级医院：90%
- 一级医院：90%
- 二级医院：80%
- 三级医院：70%
**定点药店待遇**：在定点零售药店发生的费用，支付 70%。
**支付限额**：统筹金年度最多支付不超过 2400元。

哈尔滨城乡居民“两病”门诊待遇（高血压、糖尿病专项保障）。
**适用对象**：未达到门诊慢性病鉴定标准的“两病”参保居民。
**待遇标准**：
1. **起付标准**：不设起付标准（0门槛费）。
2. **支付比例**：二级定点医疗机构 70%，二级以下定点基层医疗机构 80%。
3. **支付限额**：高血压患者降血压用药年度统筹基金最高支付限额 400元；糖尿病患者降血糖用药年度统筹基金最高支付限额 600元。"
